ts,type,price,volume,side,bid,ask
2026-04-13 09:46:27.578,Q,,,,6829.75,6830.25
2026-04-13 09:46:27.675,Q,,,,6829.75,6830.0
2026-04-13 09:46:27.675,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:27.915,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,2,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.173,T,6830.0,1,,,
2026-04-13 09:46:28.176,Q,,,,6830.0,6830.25
2026-04-13 09:46:28.674,Q,,,,6829.75,6830.0
2026-04-13 09:46:28.674,T,6830.0,1,,,
2026-04-13 09:46:28.674,T,6830.0,1,,,
2026-04-13 09:46:28.674,T,6830.0,1,,,
2026-04-13 09:46:28.674,T,6830.0,1,,,
2026-04-13 09:46:28.674,T,6830.0,1,,,
2026-04-13 09:46:28.674,T,6830.0,1,,,
2026-04-13 09:46:28.726,T,6830.0,1,,,
2026-04-13 09:46:28.726,T,6830.0,1,,,
2026-04-13 09:46:28.726,T,6830.0,1,,,
2026-04-13 09:46:28.726,T,6830.0,1,,,
2026-04-13 09:46:29.173,T,6829.75,1,,,
2026-04-13 09:46:29.421,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,3,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,3,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
2026-04-13 09:46:30.178,T,6830.25,1,,,
2026-04-13 09:46:30.178,T,6830.0,1,,,
