ts,type,price,volume,side,bid,ask
2026-03-30 15:45:48.065,Q,,,,6375.5,6375.75
2026-03-30 15:45:48.083,T,6375.5,1,,,
2026-03-30 15:45:48.179,T,6375.5,1,,,
2026-03-30 15:45:48.179,T,6375.5,1,,,
2026-03-30 15:45:48.236,T,6375.5,1,,,
2026-03-30 15:45:48.283,T,6375.5,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.332,T,6375.75,1,,,
2026-03-30 15:45:48.333,Q,,,,6375.75,6376.0
2026-03-30 15:45:48.386,T,6375.75,1,,,
2026-03-30 15:45:48.386,T,6375.75,1,,,
2026-03-30 15:45:48.386,T,6375.75,1,,,
2026-03-30 15:45:48.386,T,6375.75,1,,,
2026-03-30 15:45:49.538,T,6376.0,1,,,
2026-03-30 15:45:49.584,T,6375.75,1,,,
2026-03-30 15:45:49.584,T,6376.0,1,,,
2026-03-30 15:45:50.283,T,6375.75,1,,,
2026-03-30 15:45:50.435,T,6376.0,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,2,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,3,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,3,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.484,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.634,T,6375.75,1,,,
2026-03-30 15:45:50.791,T,6375.75,1,,,
2026-03-30 15:45:50.791,T,6375.75,1,,,
2026-03-30 15:45:50.791,T,6375.75,2,,,
2026-03-30 15:45:50.792,Q,,,,6375.5,6375.75
2026-03-30 15:45:51.235,T,6375.75,1,,,
2026-03-30 15:45:51.235,T,6375.75,1,,,
2026-03-30 15:45:51.235,T,6375.75,1,,,
2026-03-30 15:45:51.235,T,6375.75,1,,,
2026-03-30 15:45:51.235,T,6375.75,1,,,
2026-03-30 15:45:52.132,Q,,,,6375.75,6376.0
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.132,T,6375.75,4,,,
2026-03-30 15:45:52.132,T,6375.75,3,,,
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.132,T,6375.75,1,,,
2026-03-30 15:45:52.186,T,6375.75,1,,,
2026-03-30 15:45:52.186,T,6375.75,1,,,
2026-03-30 15:45:52.186,T,6375.75,1,,,
2026-03-30 15:45:52.186,T,6375.75,1,,,
2026-03-30 15:45:52.186,T,6375.75,1,,,
2026-03-30 15:45:52.187,Q,,,,6375.5,6376.0
2026-03-30 15:45:52.235,Q,,,,6375.75,6376.0
2026-03-30 15:45:52.585,T,6375.75,1,,,
2026-03-30 15:45:52.585,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,2,,,
2026-03-30 15:45:52.635,T,6376.0,3,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.635,T,6376.0,1,,,
2026-03-30 15:45:52.637,Q,,,,6376.0,6376.25
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,3,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,1,,,
2026-03-30 15:45:52.933,T,6376.25,3,,,
2026-03-30 15:45:53.136,T,6376.25,3,,,
2026-03-30 15:45:53.136,T,6376.25,1,,,
2026-03-30 15:45:53.136,T,6376.25,1,,,
2026-03-30 15:45:53.136,T,6376.25,1,,,
2026-03-30 15:45:53.136,T,6376.25,1,,,
2026-03-30 15:45:53.136,T,6376.25,1,,,
2026-03-30 15:45:53.136,T,6376.25,1,,,
2026-03-30 15:45:53.316,Q,,,,6376.25,6376.5
2026-03-30 15:45:53.316,T,6376.25,3,,,
2026-03-30 15:45:53.316,Q,,,,6376.0,6376.25
2026-03-30 15:45:53.585,Q,,,,6376.25,6376.5
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.585,T,6376.25,2,,,
2026-03-30 15:45:53.585,T,6376.25,1,,,
2026-03-30 15:45:53.633,T,6376.5,2,,,
2026-03-30 15:45:53.633,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,2,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,1,,,
2026-03-30 15:45:54.238,T,6376.5,5,,,
