contracts,z_thresh,atr_stop_ratio,trail_activate,trail_distance,breakeven_ticks,vwap_slope_thresh,pass_rate,blow_rate,avg_days_to_pass,sortino,expectancy,profit_factor,win_rate,avg_win,avg_loss,risk_reward,n_trades,total_pnl,loo_std,score,val_pass_rate,val_blow_rate,val_avg_days,val_n_trades,wf_score
2,1.5,0.8,16,10,8,0.15,0.044,0.932,24.2,-0.129,-29.71,0.777,0.3043,340.48,191.67,1.776,69,-2436.4,0.0227,4.0184,,,,,
2,1.5,0.65,12,6,4,0.5,0.043,0.956,12.1,-0.148,-29.48,0.735,0.2558,320.38,149.74,2.14,129,-4525.0,0.0146,4.0107,,,,,
2,1.5,0.65,20,4,4,0.15,0.043,0.939,20.3,-0.217,-37.33,0.66,0.1233,588.89,125.39,4.696,73,-3133.8,0.0179,3.9964,,,,,
1,1.5,0.5,16,6,8,0.3,0.035,0.67,31.3,-0.046,-4.64,0.927,0.2762,212.93,87.66,2.429,105,-781.5,0.02,3.9854,,,,,
1,1.2,0.35,16,6,10,0.15,0.032,0.571,31.4,-0.011,-0.8,0.984,0.242,208.55,67.65,3.083,157,-564.6,0.0205,3.9806,,,,,
1,1.5,0.65,12,4,8,0.3,0.035,0.707,31.3,-0.046,-5.42,0.919,0.3491,175.34,102.36,1.713,106,-871.8,0.0149,3.9762,,,,,
1,1.5,0.5,12,4,8,1.0,0.034,0.663,29.2,-0.031,-3.28,0.948,0.3279,181.25,93.29,1.943,122,-741.6,0.0171,3.9676,,,,,
2,1.5,0.5,16,8,10,0.15,0.041,0.891,26.5,-0.118,-22.14,0.82,0.2571,391.67,165.38,2.368,70,-1942.0,0.0172,3.9601,,,,,
2,1.2,0.5,16,8,6,0.15,0.042,0.956,14.0,-0.135,-23.64,0.787,0.2407,362.05,145.93,2.481,162,-4737.4,0.0125,3.9555,,,,,
2,1.5,0.5,16,10,6,0.3,0.043,0.952,16.0,-0.143,-26.91,0.776,0.2294,406.67,155.95,2.608,109,-3543.6,0.018,3.9545,,,,,
1,1.2,0.35,12,4,8,1.0,0.039,0.826,25.2,-0.04,-3.34,0.939,0.2851,180.96,76.84,2.355,228,-1400.9,0.0179,3.9478,,,,,
1,1.5,0.5,16,6,8,1.0,0.036,0.721,28.4,-0.048,-4.82,0.924,0.2787,209.93,87.78,2.391,122,-929.1,0.0192,3.9459,,,,,
1,1.5,0.5,16,8,8,0.5,0.035,0.672,29.3,-0.045,-4.56,0.928,0.2797,210.23,87.94,2.391,118,-867.9,0.0217,3.9454,,,,,
1,1.2,0.5,12,8,6,0.5,0.043,0.938,17.0,-0.089,-9.01,0.846,0.3274,151.19,87.01,1.738,226,-2670.1,0.0217,3.9233,,,,,
1,1.5,0.35,20,4,8,1.0,0.039,0.805,25.8,-0.107,-8.16,0.857,0.1525,320.14,67.25,4.76,118,-1292.9,0.0225,3.9171,,,,,
2,1.75,0.65,16,4,8,0.3,0.037,0.78,26.2,-0.108,-23.89,0.83,0.2444,477.27,186.03,2.566,45,-1327.0,0.0169,3.9106,,,,,
1,1.5,0.35,20,8,4,0.5,0.041,0.87,23.1,-0.135,-9.83,0.817,0.1282,343.33,61.76,5.559,117,-1477.6,0.023,3.9071,,,,,
2,1.75,0.65,16,6,8,0.15,0.017,0.174,33.7,-0.015,-2.5,0.976,0.2333,439.29,136.96,3.207,30,-243.0,0.0112,3.9031,,,,,
2,1.5,0.35,16,10,4,0.3,0.042,0.949,19.0,-0.168,-24.36,0.762,0.1714,455.1,123.56,3.683,105,-3146.2,0.0165,3.8967,,,,,
2,1.5,0.5,16,8,8,0.15,0.041,0.914,23.5,-0.139,-25.71,0.789,0.2429,395.59,160.85,2.459,70,-2192.0,0.0172,3.8903,,,,,
1,1.5,0.5,20,4,4,1.0,0.039,0.855,21.7,-0.097,-8.59,0.853,0.1562,319.38,69.33,4.607,128,-1458.4,0.0165,3.889,,,,,
1,1.2,0.5,20,6,6,0.15,0.04,0.838,25.4,-0.076,-6.55,0.884,0.2012,248.11,70.71,3.509,164,-1534.2,0.0241,3.8843,,,,,
1,1.2,0.5,16,8,6,1.0,0.043,0.951,16.3,-0.109,-10.71,0.822,0.2684,183.87,82.1,2.24,231,-3121.6,0.022,3.8777,,,,,
1,1.5,0.8,8,4,4,1.0,0.031,0.602,30.6,-0.015,-1.75,0.968,0.4118,127.68,92.34,1.383,136,-618.3,0.0162,3.8761,,,,,
1,1.2,0.35,20,8,4,0.5,0.042,0.953,15.9,-0.141,-10.48,0.803,0.1629,261.69,63.45,4.125,221,-2935.4,0.0173,3.8697,,,,,
2,1.5,0.5,16,10,4,0.3,0.042,0.957,13.6,-0.182,-32.73,0.717,0.1982,418.95,144.38,2.902,111,-4254.8,0.0168,3.8662,,,,,
1,1.5,0.35,20,8,6,0.5,0.04,0.868,23.2,-0.133,-9.83,0.821,0.1368,330.47,63.74,5.185,117,-1477.6,0.0205,3.8661,,,,,
1,1.2,0.35,20,10,4,0.5,0.043,0.952,13.8,-0.167,-12.36,0.768,0.1591,257.66,63.45,4.061,220,-3335.4,0.0225,3.8651,,,,,
2,1.5,0.65,8,6,6,0.3,0.042,0.951,18.5,-0.098,-23.23,0.8,0.4425,210.0,208.33,1.008,113,-3257.8,0.0182,3.8569,,,,,
1,1.5,0.8,12,4,8,0.3,0.035,0.72,28.9,-0.044,-5.54,0.92,0.3679,173.4,109.7,1.581,106,-884.3,0.019,3.8551,,,,,
2,1.5,0.5,20,10,4,1.0,0.041,0.959,11.1,-0.2,-35.47,0.701,0.1508,551.61,139.72,3.948,126,-5175.0,0.0124,3.8521,,,,,
1,1.5,0.5,20,10,6,1.0,0.04,0.895,23.1,-0.123,-11.3,0.815,0.176,282.39,74.03,3.815,125,-1762.5,0.0177,3.8405,,,,,
1,1.5,0.5,16,8,8,1.0,0.035,0.709,27.5,-0.052,-5.23,0.917,0.2787,208.46,87.78,2.375,122,-979.1,0.0217,3.834,,,,,
1,1.5,0.8,20,10,4,1.0,0.04,0.909,23.4,-0.111,-11.0,0.811,0.1729,273.37,70.45,3.88,133,-1834.9,0.016,3.8321,,,,,
2,1.5,0.8,20,4,8,0.15,0.041,0.927,23.2,-0.121,-26.09,0.808,0.2029,541.07,170.45,3.174,69,-2186.4,0.0184,3.8288,,,,,
2,1.2,0.35,8,4,4,0.15,0.043,0.934,17.0,-0.074,-10.8,0.881,0.3086,258.01,130.8,1.972,162,-2656.8,0.0273,3.8221,,,,,
2,1.2,0.5,16,8,6,1.0,0.041,0.959,8.1,-0.149,-29.34,0.76,0.2622,354.1,165.63,2.138,225,-7862.2,0.0145,3.8109,,,,,
1,1.2,0.65,20,10,6,0.15,0.039,0.84,28.9,-0.062,-5.88,0.895,0.2381,210.94,73.63,2.865,168,-1457.9,0.0228,3.8069,,,,,
2,1.5,0.35,16,8,8,1.0,0.042,0.955,14.0,-0.158,-25.07,0.776,0.2185,396.8,143.01,2.775,119,-3649.6,0.0205,3.7998,,,,,
2,1.5,0.8,12,10,4,1.0,0.041,0.958,14.1,-0.137,-28.91,0.744,0.2741,306.01,155.36,1.97,135,-4658.6,0.0152,3.7991,,,,,
1,1.5,0.5,12,10,10,0.5,0.029,0.581,30.5,-0.026,-2.78,0.955,0.3761,155.4,98.12,1.584,117,-652.6,0.0147,3.7767,,,,,
2,1.5,0.65,16,10,6,0.15,0.042,0.95,21.9,-0.202,-40.97,0.672,0.25,336.11,166.67,2.017,72,-3353.2,0.0225,3.7743,,,,,
1,1.5,0.65,12,10,8,0.5,0.031,0.617,31.4,-0.031,-3.71,0.944,0.3644,170.06,103.33,1.646,118,-767.9,0.02,3.7557,,,,,
1,1.2,0.5,8,6,6,1.0,0.042,0.935,17.9,-0.069,-7.69,0.868,0.4316,117.45,102.73,1.143,234,-2455.2,0.0259,3.7514,,,,,
2,1.75,0.5,16,6,8,0.15,0.02,0.344,35.3,-0.048,-6.67,0.929,0.2,433.33,116.67,3.714,30,-368.0,0.0084,3.7407,,,,,
2,1.5,0.8,12,6,8,0.15,0.039,0.889,27.2,-0.098,-24.28,0.815,0.3913,274.07,216.07,1.268,69,-2061.4,0.0191,3.7342,,,,,
2,1.2,0.35,16,6,4,1.0,0.04,0.96,6.2,-0.18,-27.65,0.74,0.2072,379.06,133.95,2.83,222,-7381.6,0.0134,3.7317,,,,,
2,1.75,0.5,16,4,6,0.15,0.021,0.381,30.4,-0.072,-9.68,0.896,0.1613,515.0,110.58,4.657,31,-473.6,0.0085,3.7235,,,,,
2,1.75,0.35,16,6,4,0.15,0.016,0.234,33.4,-0.037,-3.91,0.949,0.1562,465.0,90.74,5.124,32,-304.2,0.0068,3.7136,,,,,
2,1.5,0.65,12,8,4,0.5,0.041,0.957,14.5,-0.133,-26.38,0.763,0.2558,332.5,149.74,2.221,129,-4125.0,0.0203,3.6995,,,,,
1,1.2,0.35,16,10,8,0.5,0.039,0.875,25.7,-0.059,-4.75,0.914,0.2489,202.05,73.27,2.758,221,-1668.8,0.023,3.6985,,,,,
2,1.5,0.65,12,6,4,1.0,0.04,0.959,11.5,-0.157,-31.74,0.721,0.2612,314.21,154.04,2.04,134,-5003.0,0.0154,3.6959,,,,,
2,1.5,0.65,20,8,10,0.15,0.039,0.927,24.9,-0.135,-26.81,0.787,0.2174,455.0,160.65,2.832,69,-2236.4,0.0165,3.6712,,,,,
1,1.5,0.5,20,10,4,0.5,0.039,0.907,23.5,-0.139,-12.3,0.789,0.1532,300.66,68.93,4.362,124,-1872.2,0.0196,3.6698,,,,,
1,1.2,0.5,16,6,6,1.0,0.041,0.943,17.8,-0.092,-8.96,0.85,0.2747,184.18,82.1,2.243,233,-2739.9,0.0246,3.6558,,,,,
1,1.2,0.35,16,6,8,0.5,0.038,0.85,30.9,-0.051,-4.11,0.925,0.2523,200.89,73.27,2.742,222,-1534.1,0.0241,3.6541,,,,,
2,1.5,0.35,16,6,8,0.5,0.04,0.96,14.6,-0.17,-26.81,0.758,0.2174,386.67,141.67,2.729,115,-3727.2,0.0176,3.6488,,,,,
2,1.75,0.35,20,6,6,0.15,0.018,0.306,34.8,-0.093,-9.68,0.872,0.129,512.5,87.04,5.888,31,-473.6,0.0093,3.6423,,,,,
1,1.2,0.5,12,6,6,1.0,0.041,0.939,19.4,-0.081,-8.17,0.861,0.3248,156.09,87.18,1.79,234,-2567.7,0.0262,3.6361,,,,,
1,1.5,0.5,12,4,8,0.5,0.031,0.674,29.8,-0.04,-4.13,0.934,0.322,182.24,92.66,1.967,118,-817.9,0.0175,3.6342,,,,,
1,1.2,0.35,16,8,10,0.5,0.04,0.915,25.3,-0.081,-6.62,0.884,0.2466,204.63,75.76,2.701,219,-2063.2,0.0252,3.6304,,,,,
2,1.2,0.35,16,8,6,1.0,0.039,0.961,6.2,-0.191,-29.96,0.728,0.2156,372.23,140.5,2.649,218,-7751.0,0.014,3.6207,,,,,
2,1.5,0.35,12,4,4,1.0,0.039,0.96,14.3,-0.166,-25.51,0.757,0.2269,350.53,135.87,2.58,119,-3702.2,0.0142,3.6186,,,,,
2,1.5,0.35,16,8,8,0.5,0.039,0.958,14.0,-0.15,-23.77,0.786,0.2174,400.67,141.67,2.828,115,-3377.2,0.0154,3.6,,,,,
1,1.5,0.8,16,6,6,0.5,0.035,0.798,29.6,-0.061,-6.65,0.891,0.2778,195.71,84.48,2.317,126,-1190.3,0.0203,3.5944,,,,,
1,1.5,0.5,12,8,10,0.5,0.028,0.598,31.1,-0.028,-2.99,0.951,0.3761,154.83,98.12,1.578,117,-677.6,0.0167,3.5876,,,,,
1,1.2,0.35,16,8,8,0.5,0.038,0.883,25.3,-0.066,-5.29,0.904,0.2477,200.91,73.2,2.745,222,-1796.6,0.023,3.5761,,,,,
1,1.2,0.5,8,4,6,0.15,0.035,0.816,26.3,-0.06,-5.98,0.891,0.3939,123.65,90.25,1.37,165,-1449.5,0.0191,3.564,,,,,
2,1.75,0.8,16,4,8,0.15,0.018,0.346,30.6,-0.049,-10.0,0.919,0.2333,489.29,161.96,3.021,30,-468.0,0.0078,3.5522,,,,,
2,1.5,0.65,20,6,6,0.15,0.039,0.935,19.2,-0.179,-33.8,0.723,0.169,522.92,147.03,3.556,71,-2797.6,0.0221,3.5354,,,,,
1,1.5,0.8,16,4,4,0.15,0.025,0.55,31.7,-0.056,-5.33,0.9,0.2133,224.22,67.58,3.318,75,-610.0,0.0143,3.4881,,,,,
1,1.2,0.5,12,4,4,0.15,0.032,0.765,29.1,-0.054,-4.72,0.906,0.2874,157.55,70.17,2.245,167,-1255.1,0.0189,3.4301,,,,,
1,1.2,0.35,16,6,10,0.5,0.037,0.904,26.1,-0.07,-5.71,0.899,0.2511,203.41,75.84,2.682,219,-1863.2,0.0224,3.4293,,,,,
1,1.5,0.8,16,6,10,0.15,0.018,0.368,35.2,-0.017,-1.99,0.97,0.3333,195.65,100.82,1.941,69,-330.7,0.0111,3.4202,,,,,
2,1.75,0.35,16,4,8,0.15,0.011,0.163,35.6,-0.03,-3.57,0.959,0.1786,470.0,106.52,4.412,28,-256.8,0.008,3.4186,,,,,
1,1.5,0.35,20,8,4,1.0,0.036,0.882,23.1,-0.143,-10.54,0.806,0.1322,331.25,62.62,5.29,121,-1613.8,0.0221,3.4037,,,,,
1,1.5,0.5,16,4,10,0.15,0.017,0.335,34.9,-0.023,-2.14,0.965,0.2571,230.56,82.69,2.788,70,-346.0,0.012,3.4033,,,,,
1,1.5,0.8,12,6,10,0.3,0.03,0.75,29.9,-0.057,-7.62,0.893,0.4095,154.94,120.36,1.287,105,-1094.0,0.013,3.4005,,,,,
2,1.75,0.35,8,4,6,0.15,0.007,0.036,33.0,0.076,9.68,1.141,0.4194,186.54,118.06,1.58,31,126.4,0.0088,3.3957,,,,,
1,1.5,0.35,16,4,10,0.5,0.027,0.666,34.1,-0.056,-4.46,0.92,0.2321,222.6,73.11,3.045,112,-813.6,0.0118,3.3844,,,,,
2,1.75,0.5,16,4,4,0.15,0.018,0.413,32.9,-0.099,-13.28,0.858,0.1562,515.0,111.11,4.635,32,-604.2,0.0065,3.3764,,,,,
1,1.5,0.5,16,10,8,0.5,0.029,0.708,33.5,-0.053,-5.4,0.915,0.2797,207.2,87.94,2.356,118,-967.9,0.0164,3.3606,,,,,
1,1.5,0.35,20,8,6,1.0,0.035,0.879,23.1,-0.141,-10.54,0.81,0.1405,319.85,64.54,4.956,121,-1613.8,0.0204,3.3493,,,,,
1,1.2,0.35,12,6,10,0.5,0.034,0.879,26.6,-0.058,-4.86,0.913,0.2986,170.83,79.68,2.144,221,-1693.8,0.016,3.3417,,,,,
1,1.2,0.8,12,6,4,0.15,0.025,0.609,30.4,-0.023,-2.24,0.954,0.3237,142.86,71.69,1.993,173,-871.9,0.0129,3.3392,,,,,
2,1.5,0.35,12,10,10,1.0,0.036,0.963,12.4,-0.159,-26.48,0.762,0.2845,297.82,155.42,1.916,116,-3721.6,0.0135,3.3331,,,,,
2,1.5,0.65,12,8,4,1.0,0.037,0.963,12.4,-0.146,-29.5,0.741,0.2612,322.78,154.04,2.095,134,-4703.0,0.0184,3.3321,,,,,
1,1.2,0.8,16,8,4,0.15,0.027,0.653,30.1,-0.024,-2.25,0.954,0.2616,177.5,65.94,2.692,172,-869.1,0.0168,3.3239,,,,,
2,1.2,0.35,20,10,6,0.15,0.036,0.964,11.5,-0.203,-27.98,0.719,0.1688,423.72,119.73,3.539,154,-5165.0,0.0138,3.3238,,,,,
1,1.2,0.35,16,10,10,0.5,0.036,0.906,23.4,-0.082,-6.71,0.882,0.2477,203.24,75.84,2.68,218,-2072.9,0.0227,3.3192,,,,,
2,1.2,0.35,12,10,6,0.15,0.036,0.964,13.8,-0.155,-22.78,0.765,0.2662,279.07,132.3,2.109,154,-4365.0,0.0145,3.3091,,,,,
1,1.5,0.5,16,4,6,0.3,0.027,0.712,30.1,-0.068,-6.42,0.893,0.2294,234.0,77.98,3.001,109,-1005.2,0.0101,3.2804,,,,,
1,1.5,0.8,16,6,4,0.3,0.029,0.738,30.9,-0.06,-6.03,0.891,0.2414,204.02,72.87,2.8,116,-1024.8,0.0164,3.272,,,,,
1,1.5,0.35,20,10,8,0.5,0.034,0.881,23.7,-0.155,-11.73,0.793,0.1491,300.74,66.49,4.523,114,-1656.7,0.0192,3.2709,,,,,
2,1.5,0.65,12,6,10,0.15,0.033,0.852,25.8,-0.078,-18.12,0.858,0.3913,280.56,210.12,1.335,69,-1636.4,0.0187,3.27,,,,,
2,1.5,0.35,16,6,8,1.0,0.036,0.963,13.7,-0.174,-27.59,0.753,0.2185,385.26,143.01,2.694,119,-3949.6,0.0171,3.2617,,,,,
2,1.5,0.35,20,4,6,0.5,0.035,0.962,12.9,-0.181,-26.91,0.759,0.1304,650.37,128.5,5.061,115,-3738.4,0.0125,3.258,,,,,
1,1.5,0.5,16,10,8,1.0,0.029,0.738,29.5,-0.062,-6.25,0.901,0.2787,204.78,87.78,2.333,122,-1104.1,0.0176,3.2478,,,,,
1,1.2,0.35,12,6,8,0.5,0.032,0.826,30.7,-0.046,-3.81,0.93,0.287,176.56,76.42,2.311,223,-1474.4,0.0189,3.2477,,,,,
1,1.2,0.35,20,10,6,1.0,0.036,0.963,16.8,-0.166,-12.64,0.773,0.1652,260.96,66.78,3.908,224,-3459.1,0.018,3.2427,,,,,
1,1.5,0.65,16,4,4,0.5,0.032,0.853,28.1,-0.082,-7.95,0.859,0.2171,222.32,71.78,3.097,129,-1386.2,0.0155,3.2347,,,,,
2,1.2,0.35,12,8,6,1.0,0.035,0.965,6.0,-0.203,-32.56,0.703,0.2511,306.72,146.34,2.096,219,-8356.6,0.0136,3.2286,,,,,
1,1.2,0.35,12,6,10,0.15,0.02,0.495,33.5,-0.006,-0.47,0.991,0.3082,161.73,72.73,2.224,159,-520.2,0.0113,3.2284,,,,,
2,1.5,0.35,12,10,8,0.5,0.034,0.963,11.6,-0.173,-28.26,0.742,0.2719,299.29,150.6,1.987,114,-3860.4,0.0096,3.2161,,,,,
2,1.2,0.5,12,8,6,0.15,0.035,0.965,13.1,-0.142,-26.11,0.76,0.3129,264.6,158.48,1.67,163,-5168.0,0.0143,3.2131,,,,,
2,1.5,0.35,16,8,6,0.5,0.035,0.963,13.8,-0.178,-27.19,0.748,0.1949,414.86,134.21,3.091,118,-3869.0,0.0149,3.2088,,,,,
1,1.5,0.8,12,4,4,0.5,0.029,0.77,29.7,-0.053,-5.48,0.9,0.2692,183.21,75.0,2.443,130,-1076.5,0.016,3.1829,,,,,
2,1.2,0.35,16,8,4,1.0,0.035,0.965,6.9,-0.203,-30.96,0.709,0.2009,376.02,133.29,2.821,219,-8006.6,0.0159,3.1822,,,,,
2,1.5,0.8,16,10,6,0.15,0.035,0.949,20.1,-0.172,-36.15,0.699,0.2568,327.63,161.82,2.025,74,-3089.4,0.0184,3.1806,,,,,
1,1.5,0.65,12,10,8,1.0,0.026,0.665,29.5,-0.038,-4.51,0.932,0.3689,166.39,104.38,1.594,122,-891.6,0.0174,3.1781,,,,,
2,1.75,0.65,20,4,8,0.15,0.015,0.372,36.1,-0.087,-14.17,0.867,0.1667,555.0,128.0,4.336,30,-593.0,0.0086,3.1677,,,,,
1,1.5,0.5,16,4,6,0.5,0.03,0.798,28.7,-0.077,-7.27,0.878,0.2295,229.02,77.66,2.949,122,-1229.1,0.0175,3.1653,,,,,
2,1.5,0.8,12,6,6,0.15,0.034,0.911,21.8,-0.11,-24.66,0.791,0.3514,265.38,181.77,1.46,74,-2239.4,0.0206,3.1524,,,,,
2,1.5,0.35,20,4,4,0.5,0.034,0.963,12.6,-0.189,-27.78,0.746,0.1217,670.04,124.5,5.382,115,-3838.4,0.0129,3.1512,,,,,
2,1.5,0.65,8,6,4,0.5,0.034,0.966,13.4,-0.143,-31.37,0.713,0.3846,202.45,177.5,1.141,130,-4805.6,0.0126,3.1474,,,,,
2,1.2,0.65,12,8,4,0.15,0.034,0.965,11.0,-0.127,-23.98,0.765,0.2934,265.71,144.28,1.842,167,-4940.4,0.0139,3.1252,,,,,
2,1.75,0.35,8,4,4,0.15,0.005,0.065,33.4,0.043,5.47,1.078,0.4062,186.54,118.42,1.575,32,-4.2,0.0085,3.1207,,,,,
2,1.5,0.5,12,8,6,0.5,0.033,0.967,11.8,-0.175,-33.83,0.715,0.2705,313.56,162.64,1.928,122,-4810.8,0.0092,3.1162,,,,,
1,1.2,0.35,12,10,8,0.5,0.031,0.868,26.7,-0.054,-4.41,0.919,0.2851,175.99,76.34,2.305,221,-1593.8,0.0149,3.1051,,,,,
2,1.2,0.5,12,8,6,0.5,0.035,0.965,10.0,-0.128,-26.03,0.782,0.3182,292.74,174.79,1.675,220,-6959.2,0.0203,3.0938,,,,,
1,1.5,0.65,12,6,8,1.0,0.025,0.672,30.7,-0.039,-4.71,0.928,0.377,162.23,105.76,1.534,122,-916.6,0.0169,3.0714,,,,,
2,1.5,0.35,16,8,8,0.15,0.032,0.908,25.1,-0.169,-23.9,0.767,0.1912,411.54,126.82,3.245,68,-2005.8,0.0163,3.0543,,,,,
1,1.5,0.65,16,6,10,0.15,0.015,0.401,38.7,-0.035,-3.8,0.942,0.3043,201.19,93.49,2.152,69,-455.7,0.0102,3.0487,,,,,
2,1.5,0.35,16,8,4,0.5,0.033,0.965,12.3,-0.197,-29.52,0.721,0.178,429.37,128.87,3.332,118,-4144.0,0.0129,3.0478,,,,,
2,1.2,0.5,12,8,4,0.15,0.033,0.965,13.0,-0.139,-23.96,0.761,0.2866,266.38,140.6,1.895,164,-4848.6,0.0137,3.0321,,,,,
1,1.5,0.65,8,4,6,0.5,0.025,0.687,29.5,-0.041,-4.96,0.914,0.4524,116.23,105.07,1.106,126,-977.8,0.0169,3.0269,,,,,
1,1.5,0.35,20,4,6,1.0,0.031,0.846,25.5,-0.129,-9.61,0.827,0.1405,326.47,64.54,5.058,121,-1501.3,0.0227,3.0148,,,,,
1,1.5,0.35,16,4,10,0.15,0.014,0.379,36.4,-0.054,-3.86,0.926,0.2059,233.04,65.28,3.57,68,-452.9,0.0106,3.0084,,,,,
1,1.75,0.5,16,4,8,0.15,0.001,0.025,43.0,0.024,1.67,1.036,0.2,241.67,58.33,4.143,30,-34.0,0.001,3.002,,,,,
1,1.75,0.35,8,4,4,0.15,0.0,0.0,45.0,0.043,2.73,1.078,0.4062,93.27,59.21,1.575,32,-2.1,0.0,3.0,,,,,
1,1.75,0.35,8,4,6,0.15,0.0,0.0,45.0,0.076,4.84,1.141,0.4194,93.27,59.03,1.58,31,63.2,0.0,3.0,,,,,
1,1.75,0.65,16,4,8,0.15,0.0,0.0,45.0,0.054,4.58,1.087,0.2333,244.64,68.48,3.573,30,53.5,0.0,3.0,,,,,
2,1.5,0.5,12,6,6,1.0,0.032,0.968,12.0,-0.165,-32.16,0.729,0.2778,311.35,164.29,1.895,126,-4758.2,0.0101,2.9978,,,,,
1,1.75,0.35,8,6,6,0.15,0.0,0.001,45.0,-0.089,-5.65,0.835,0.4194,68.27,59.03,1.157,31,-261.8,0.0,2.997,,,,,
1,1.75,0.65,16,6,8,0.15,0.0,0.001,45.0,-0.015,-1.25,0.976,0.2333,219.64,68.48,3.207,30,-121.5,0.0,2.997,,,,,
1,1.75,0.35,16,4,6,0.15,0.0,0.003,45.0,0.076,4.03,1.108,0.1613,257.5,44.71,5.759,31,38.2,0.0,2.991,,,,,
1,2.0,0.65,8,4,4,0.5,0.0,0.004,45.0,-0.14,-15.0,0.718,0.35,108.93,81.73,1.333,20,-356.0,0.0,2.988,,,,,
1,2.0,0.65,8,4,4,1.0,0.0,0.004,45.0,-0.14,-15.0,0.718,0.35,108.93,81.73,1.333,20,-356.0,0.0,2.988,,,,,
1,2.0,0.5,8,4,4,0.5,0.0,0.005,45.0,-0.232,-23.75,0.591,0.3,114.58,83.04,1.38,20,-531.0,0.0,2.985,,,,,
1,2.0,0.5,8,4,4,1.0,0.0,0.005,45.0,-0.232,-23.75,0.591,0.3,114.58,83.04,1.38,20,-531.0,0.0,2.985,,,,,
1,1.75,0.35,8,6,4,0.15,0.0,0.006,45.0,-0.117,-7.42,0.789,0.4062,68.27,59.21,1.153,32,-327.1,0.0,2.982,,,,,
1,1.75,0.35,16,4,4,0.15,0.0,0.006,45.0,0.037,1.95,1.051,0.1562,257.5,45.37,5.676,32,-27.1,0.0,2.982,,,,,
1,1.75,0.35,16,6,6,0.15,0.0,0.006,45.0,0.0,0.0,1.0,0.1613,232.5,44.71,5.2,31,-86.8,0.0,2.982,,,,,
1,1.2,0.35,20,8,4,1.0,0.033,0.965,13.2,-0.177,-13.13,0.757,0.1549,263.45,63.81,4.129,226,-3599.4,0.0164,2.979,,,,,
1,1.5,0.65,8,4,6,1.0,0.024,0.69,29.1,-0.037,-4.52,0.922,0.4538,117.8,106.16,1.11,130,-951.5,0.0141,2.9765,,,,,
1,1.75,0.35,16,4,8,0.15,0.0,0.008,45.0,-0.03,-1.79,0.959,0.1786,235.0,53.26,4.412,28,-128.4,0.0,2.976,,,,,
1,1.75,0.65,8,4,4,0.15,0.0,0.008,45.0,-0.092,-7.72,0.824,0.3824,94.23,70.83,1.33,34,-357.7,0.0,2.976,,,,,
1,2.0,0.65,8,4,6,0.5,0.0,0.008,45.0,-0.194,-22.5,0.629,0.35,108.93,93.27,1.168,20,-506.0,0.0,2.976,,,,,
1,2.0,0.65,8,4,6,1.0,0.0,0.008,45.0,-0.194,-22.5,0.629,0.35,108.93,93.27,1.168,20,-506.0,0.0,2.976,,,,,
1,1.75,0.35,16,6,4,0.15,0.0,0.009,45.0,-0.037,-1.95,0.949,0.1562,232.5,45.37,5.124,32,-152.1,0.0,2.973,,,,,
1,1.75,0.35,16,6,8,0.15,0.0,0.01,45.0,-0.106,-6.25,0.857,0.1786,210.0,53.26,3.943,28,-253.4,0.0,2.97,,,,,
1,1.75,0.65,16,4,10,0.15,0.0,0.01,45.0,-0.118,-11.11,0.827,0.2222,239.58,82.74,2.896,27,-375.6,0.0,2.97,,,,,
2,1.5,0.35,16,8,6,1.0,0.033,0.967,14.3,-0.184,-28.35,0.74,0.1967,410.07,135.71,3.022,122,-4141.4,0.0167,2.9661,,,,,
2,1.2,0.35,16,10,6,0.15,0.032,0.967,11.8,-0.178,-25.22,0.744,0.2078,352.87,124.39,2.837,154,-4740.0,0.0119,2.9655,,,,,
1,2.0,0.5,8,4,6,0.5,0.0,0.012,45.0,-0.276,-30.0,0.534,0.3,114.58,91.96,1.246,20,-656.0,0.0,2.964,,,,,
1,2.0,0.5,8,4,6,1.0,0.0,0.012,45.0,-0.276,-30.0,0.534,0.3,114.58,91.96,1.246,20,-656.0,0.0,2.964,,,,,
1,2.0,0.65,8,6,4,0.5,0.0,0.012,45.0,-0.222,-23.75,0.553,0.35,83.93,81.73,1.027,20,-531.0,0.0,2.964,,,,,
1,2.0,0.65,8,6,4,1.0,0.0,0.012,45.0,-0.222,-23.75,0.553,0.35,83.93,81.73,1.027,20,-531.0,0.0,2.964,,,,,
1,2.0,0.8,8,4,4,0.5,0.0,0.012,45.0,-0.161,-18.12,0.678,0.35,108.93,86.54,1.259,20,-418.5,0.0,2.964,,,,,
1,2.0,0.8,8,4,4,1.0,0.0,0.012,45.0,-0.161,-18.12,0.678,0.35,108.93,86.54,1.259,20,-418.5,0.0,2.964,,,,,
1,1.75,0.35,16,8,4,0.15,0.0,0.013,45.0,-0.11,-5.86,0.847,0.1562,207.5,45.37,4.573,32,-277.1,0.0,2.961,,,,,
1,1.75,0.35,16,8,6,0.15,0.0,0.013,45.0,-0.076,-4.03,0.892,0.1613,207.5,44.71,4.641,31,-211.8,0.0,2.961,,,,,
1,1.75,0.5,8,4,6,0.15,0.0,0.013,45.0,-0.077,-6.05,0.861,0.3871,96.88,71.05,1.363,31,-274.3,0.0,2.961,,,,,
