contracts,z_thresh,atr_stop_ratio,trail_activate,trail_distance,breakeven_ticks,vwap_slope_thresh,pass_rate,blow_rate,avg_days_to_pass,sortino,expectancy,profit_factor,win_rate,avg_win,avg_loss,risk_reward,n_trades,total_pnl,loo_std,score,val_pass_rate,val_blow_rate,val_avg_days,val_n_trades,wf_score
1,1.2,0.8,12,8,8,0.15,0.266,0.47,27.6,0.047,5.8,1.097,0.4405,148.82,106.78,1.394,168,504.6,0.0739,25.9135,,,,,
2,1.5,0.8,12,4,8,1.0,0.273,0.726,12.9,0.01,2.57,1.018,0.3932,360.33,229.23,1.572,117,-354.8,0.07,25.9035,,,,,
2,1.5,0.65,20,6,6,1.0,0.27,0.728,13.0,0.017,3.45,1.029,0.208,597.35,152.53,3.916,125,-269.0,0.0557,25.8915,,,,,
2,1.5,0.65,16,4,10,0.15,0.27,0.651,21.7,0.044,9.58,1.074,0.3043,458.87,186.98,2.454,69,274.8,0.0676,25.8856,,,,,
2,1.2,0.65,12,10,10,0.5,0.271,0.728,10.2,0.02,5.1,1.039,0.4306,318.5,231.93,1.373,209,-94.2,0.0615,25.8722,,,,,
1,1.2,0.65,12,10,6,0.5,0.273,0.704,18.8,0.029,3.26,1.057,0.3766,160.67,91.84,1.749,231,106.2,0.0755,25.8584,,,,,
1,1.2,0.35,16,6,10,0.3,0.262,0.408,26.7,0.071,5.64,1.106,0.2816,209.48,74.24,2.822,206,585.7,0.0668,25.8532,,,,,
1,1.2,0.65,16,8,4,0.3,0.273,0.647,21.5,0.038,3.73,1.072,0.2844,195.97,72.68,2.696,218,202.3,0.0914,25.7124,,,,,
2,1.2,0.8,8,6,6,0.15,0.269,0.716,16.4,0.023,5.74,1.056,0.521,209.59,215.94,0.971,167,29.4,0.0625,25.6953,,,,,
2,1.5,0.65,20,4,6,0.3,0.269,0.724,16.1,0.023,4.6,1.038,0.2,630.95,151.99,4.151,110,-110.0,0.0619,25.6837,,,,,
2,1.5,0.8,20,8,8,1.0,0.268,0.73,12.5,0.011,2.59,1.018,0.2627,556.65,194.83,2.857,118,-354.8,0.0564,25.6782,,,,,
2,1.2,0.65,12,6,8,1.0,0.267,0.733,9.7,0.018,4.44,1.035,0.3904,339.18,209.89,1.616,228,-258.4,0.0527,25.6468,,,,,
2,1.2,0.65,16,6,8,0.5,0.267,0.733,9.0,0.02,4.73,1.037,0.3407,391.47,195.13,2.006,226,-191.6,0.0527,25.6463,,,,,
1,1.5,0.65,16,6,10,1.0,0.254,0.217,30.3,0.083,9.76,1.151,0.3659,202.78,101.6,1.996,123,855.6,0.0678,25.6305,,,,,
2,1.2,0.35,16,10,6,0.3,0.266,0.734,9.2,0.016,2.38,1.024,0.2513,409.47,134.29,3.049,187,-596.4,0.0489,25.6215,,,,,
2,1.2,0.35,12,10,6,0.3,0.266,0.734,9.3,0.019,2.92,1.029,0.2888,355.0,140.04,2.535,187,-496.4,0.0496,25.6087,,,,,
1,1.2,0.5,20,10,6,0.3,0.271,0.702,18.6,0.036,3.33,1.058,0.2356,256.49,74.69,3.434,208,110.7,0.0787,25.6063,,,,,
2,1.2,0.65,16,10,8,0.5,0.265,0.735,8.5,0.009,2.16,1.017,0.3302,395.63,191.84,2.062,215,-727.8,0.0485,25.5305,,,,,
2,1.2,0.65,20,4,6,1.0,0.265,0.735,7.5,0.003,0.51,1.004,0.2242,538.25,154.91,3.475,223,-1136.0,0.0493,25.5141,,,,,
1,1.2,0.5,16,6,4,0.3,0.267,0.592,24.3,0.043,3.86,1.075,0.2811,196.52,71.47,2.749,217,229.9,0.0807,25.5093,,,,,
2,1.2,0.65,20,10,8,0.5,0.263,0.737,7.1,-0.005,-0.99,0.992,0.2488,516.53,172.43,2.996,213,-1393.4,0.0414,25.4716,,,,,
2,1.2,0.5,12,6,10,0.5,0.267,0.731,11.5,0.014,3.05,1.024,0.3853,337.01,206.3,1.634,218,-550.2,0.0618,25.4703,,,,,
2,1.2,0.8,20,4,6,1.0,0.265,0.735,7.2,0.002,0.51,1.004,0.2332,525.24,159.06,3.302,223,-1130.0,0.0532,25.436,,,,,
2,1.2,0.8,20,10,10,1.0,0.263,0.737,8.3,-0.002,-0.46,0.997,0.2877,489.45,198.38,2.467,212,-1268.8,0.0437,25.4254,,,,,
1,1.2,0.35,20,6,6,0.3,0.27,0.681,20.5,0.037,2.7,1.052,0.1884,287.07,63.32,4.534,207,-21.2,0.0911,25.3242,,,,,
1,1.2,0.5,12,6,10,0.5,0.265,0.609,23.3,0.031,3.36,1.054,0.3857,171.37,102.1,1.678,223,125.6,0.0778,25.3219,,,,,
2,1.5,0.8,8,4,6,0.3,0.267,0.718,19.1,0.019,4.83,1.043,0.4825,245.01,219.07,1.118,114,-88.0,0.0735,25.2756,,,,,
1,1.2,0.65,16,6,4,0.3,0.265,0.573,25.2,0.044,4.26,1.083,0.2909,191.8,72.68,2.639,220,321.5,0.0856,25.2738,,,,,
1,1.5,0.65,16,6,10,0.5,0.25,0.232,30.7,0.081,9.53,1.148,0.3644,203.49,101.67,2.002,118,794.6,0.0688,25.1786,,,,,
1,1.2,0.35,16,10,10,0.3,0.263,0.532,26.5,0.057,4.57,1.085,0.278,209.21,74.24,2.818,205,363.5,0.0887,25.1401,,,,,
1,1.5,0.5,20,8,10,1.0,0.255,0.447,26.5,0.071,6.92,1.11,0.2479,281.25,83.52,3.368,121,498.7,0.0684,25.0251,,,,,
1,1.2,0.35,20,4,10,0.5,0.265,0.676,20.0,0.041,3.21,1.056,0.2018,297.73,71.26,4.178,218,89.6,0.085,24.9769,,,,,
2,1.5,0.8,12,4,8,0.5,0.262,0.735,13.3,0.01,2.66,1.019,0.3894,361.94,226.45,1.598,113,-332.4,0.0626,24.9562,,,,,
1,1.2,0.65,16,10,8,1.0,0.262,0.716,19.5,0.025,2.93,1.046,0.3362,199.53,96.63,2.065,235,29.5,0.0662,24.9414,,,,,
2,1.5,0.8,16,4,6,0.3,0.263,0.732,15.4,0.01,2.14,1.018,0.2743,446.52,165.85,2.692,113,-390.6,0.0691,24.9325,,,,,
1,1.2,0.8,16,6,4,0.5,0.265,0.685,20.3,0.028,2.89,1.054,0.3025,186.63,76.81,2.43,238,21.1,0.0895,24.8592,,,,,
1,1.2,0.65,12,4,4,1.0,0.262,0.71,18.3,0.02,2.12,1.038,0.3265,179.13,83.71,2.14,245,-167.7,0.0718,24.8483,,,,,
1,1.2,0.5,20,10,4,0.3,0.264,0.721,18.9,0.029,2.55,1.048,0.2113,264.57,67.63,3.912,213,-53.3,0.0801,24.8429,,,,,
1,1.2,0.35,20,6,10,0.5,0.263,0.69,18.2,0.041,3.22,1.056,0.1991,303.1,71.32,4.25,216,91.1,0.0809,24.8227,,,,,
1,1.2,0.8,12,10,6,1.0,0.262,0.719,17.5,0.023,2.64,1.045,0.3824,159.37,94.39,1.688,238,-38.4,0.0723,24.8107,,,,,
1,1.2,0.5,12,8,6,0.3,0.261,0.617,22.2,0.037,3.67,1.067,0.3602,163.0,86.02,1.895,211,184.4,0.0831,24.804,,,,,
2,1.5,0.5,12,8,10,0.5,0.261,0.732,16.1,0.016,3.45,1.029,0.3846,320.08,194.44,1.646,117,-251.8,0.0669,24.7829,,,,,
1,1.2,0.35,16,8,10,0.3,0.254,0.485,26.2,0.062,4.98,1.093,0.2767,211.84,74.16,2.857,206,448.2,0.07,24.7821,,,,,
1,1.2,0.5,8,4,6,0.5,0.262,0.631,21.9,0.032,3.52,1.062,0.441,137.31,102.05,1.346,229,164.6,0.0876,24.7697,,,,,
1,1.2,0.65,12,8,10,1.0,0.258,0.685,20.4,0.022,2.76,1.041,0.4329,161.25,118.23,1.364,231,-9.1,0.0606,24.7596,,,,,
2,1.2,0.5,12,4,8,0.5,0.259,0.741,12.2,0.018,3.89,1.032,0.3548,355.13,189.29,1.876,217,-364.4,0.0603,24.6937,,,,,
2,1.2,0.8,12,10,4,0.5,0.256,0.744,7.4,-0.005,-1.17,0.989,0.3456,316.94,169.18,1.873,217,-1457.6,0.0498,24.6044,,,,,
2,1.2,0.5,20,4,10,1.0,0.256,0.744,8.3,0.0,0.07,1.001,0.2464,547.77,179.05,3.059,211,-1160.6,0.0503,24.5946,,,,,
2,1.5,0.8,20,8,6,0.5,0.256,0.742,13.0,-0.002,-0.36,0.997,0.2213,559.48,159.47,3.508,122,-727.2,0.0511,24.584,,,,,
1,1.2,0.5,16,4,8,0.5,0.26,0.634,22.5,0.033,3.33,1.055,0.3067,210.14,88.14,2.384,225,120.0,0.0867,24.5833,,,,,
2,1.2,0.65,16,4,6,0.15,0.259,0.735,16.5,0.028,5.54,1.05,0.2848,408.28,154.87,2.636,165,-9.8,0.0669,24.5808,,,,,
2,1.5,0.8,16,4,4,0.5,0.256,0.743,11.7,0.004,0.74,1.007,0.24,458.07,143.68,3.188,125,-607.8,0.0533,24.5379,,,,,
2,1.5,0.8,20,6,4,0.5,0.254,0.746,12.4,0.002,0.44,1.004,0.1905,589.83,138.24,4.267,126,-649.6,0.0452,24.497,,,,,
2,1.5,0.65,20,6,10,0.3,0.258,0.734,15.7,0.024,5.16,1.038,0.2524,551.19,179.22,3.075,103,-45.8,0.0666,24.4915,,,,,
1,1.2,0.65,20,8,8,1.0,0.256,0.743,13.7,0.021,2.26,1.034,0.2554,264.98,87.86,3.016,231,-125.7,0.056,24.4836,,,,,
2,1.2,0.65,16,10,10,1.0,0.254,0.746,8.4,0.009,2.06,1.015,0.3505,398.53,211.87,1.881,214,-747.2,0.0475,24.4498,,,,,
2,1.2,0.8,12,8,8,1.0,0.254,0.746,8.8,0.002,0.51,1.004,0.4204,305.62,220.75,1.384,226,-1139.0,0.0476,24.4481,,,,,
2,1.2,0.5,16,6,10,0.5,0.254,0.746,9.8,0.01,2.13,1.016,0.3131,425.01,190.61,2.23,214,-736.0,0.0478,24.4432,,,,,
1,1.5,0.8,20,6,8,0.5,0.253,0.536,25.1,0.048,5.63,1.079,0.2564,299.45,95.69,3.129,117,330.8,0.0778,24.3771,,,,,
2,1.2,0.65,12,4,10,0.15,0.255,0.705,18.8,0.02,4.61,1.036,0.4114,319.28,215.32,1.483,158,-151.2,0.0624,24.3723,,,,,
2,1.2,0.8,20,10,6,0.5,0.252,0.748,7.3,-0.014,-2.86,0.976,0.2394,490.49,158.17,3.101,213,-1790.8,0.0423,24.3532,,,,,
2,1.2,0.65,12,10,8,0.5,0.253,0.747,9.0,0.006,1.35,1.011,0.386,332.4,206.82,1.607,215,-902.8,0.0506,24.2881,,,,,
2,1.5,0.8,20,4,6,1.0,0.255,0.744,13.8,0.005,1.01,1.008,0.2126,603.81,161.75,3.733,127,-583.2,0.0608,24.288,,,,,
1,1.2,0.5,12,4,8,0.5,0.253,0.574,23.4,0.034,3.57,1.059,0.354,180.85,93.58,1.933,226,173.0,0.077,24.2788,,,,,
2,1.2,0.65,20,10,4,0.3,0.252,0.748,7.9,-0.008,-1.55,0.986,0.2105,512.31,138.59,3.697,190,-1353.8,0.0476,24.2479,,,,,
1,1.2,0.65,16,10,8,0.15,0.25,0.536,27.6,0.049,5.26,1.088,0.3354,194.32,90.14,2.156,164,403.3,0.0715,24.2124,,,,,
1,1.2,0.35,8,4,6,0.3,0.248,0.503,25.4,0.057,4.66,1.094,0.3585,151.81,77.57,1.957,212,393.9,0.0675,24.1967,,,,,
2,1.5,0.8,8,4,4,0.3,0.255,0.722,18.3,0.023,5.13,1.049,0.4103,269.8,178.99,1.507,117,-54.8,0.0693,24.1831,,,,,
2,1.5,0.5,20,8,8,1.0,0.253,0.745,13.3,0.007,1.32,1.01,0.2203,594.46,166.3,3.575,118,-504.8,0.0563,24.1793,,,,,
2,1.2,0.8,16,6,6,1.0,0.249,0.751,8.7,0.01,2.18,1.018,0.3277,368.34,176.26,2.09,235,-797.6,0.0391,24.1172,,,,,
2,1.2,0.8,20,8,8,1.0,0.25,0.75,7.4,-0.012,-2.76,0.979,0.2557,500.81,175.76,2.849,219,-1819.2,0.0444,24.1117,,,,,
2,1.2,0.5,20,6,10,0.5,0.25,0.75,8.4,-0.001,-0.2,0.999,0.2451,550.07,178.85,3.076,204,-1177.0,0.0457,24.0851,,,,,
2,1.2,0.8,12,6,6,1.0,0.249,0.751,10.1,0.009,2.13,1.018,0.3793,314.4,188.71,1.666,232,-800.6,0.043,24.0405,,,,,
1,1.2,0.5,16,10,4,0.3,0.256,0.69,22.2,0.029,2.66,1.051,0.2778,197.71,72.36,2.732,216,-29.8,0.0867,24.0272,,,,,
1,1.2,0.8,20,10,6,0.5,0.254,0.735,15.5,0.019,2.04,1.034,0.2478,250.1,79.7,3.138,230,-175.9,0.0706,24.0218,,,,,
2,1.5,0.65,16,8,8,0.5,0.252,0.742,16.8,0.021,4.78,1.036,0.322,426.69,195.62,2.181,118,-96.6,0.062,23.9776,,,,,
2,1.2,0.35,20,4,6,0.3,0.25,0.749,9.4,0.015,2.16,1.021,0.1875,557.35,125.96,4.425,192,-660.6,0.0516,23.9705,,,,,
1,1.2,0.65,20,8,10,0.15,0.249,0.542,26.1,0.051,5.42,1.084,0.2893,242.39,91.04,2.662,159,417.3,0.0785,23.9563,,,,,
1,1.2,0.35,16,8,8,0.3,0.243,0.419,27.3,0.069,5.38,1.104,0.2727,208.77,70.89,2.945,209,539.8,0.0688,23.9388,,,,,
2,1.5,0.65,20,8,6,0.5,0.25,0.749,13.6,0.001,0.26,1.002,0.2066,581.24,151.04,3.848,121,-646.6,0.0544,23.9158,,,,,
2,1.2,0.5,8,4,6,1.0,0.25,0.75,9.3,0.012,2.75,1.024,0.433,275.67,205.71,1.34,224,-639.4,0.0544,23.9111,,,,,
2,1.5,0.8,16,4,10,0.3,0.251,0.743,15.2,0.017,4.45,1.031,0.3524,420.06,221.69,1.895,105,-120.8,0.0626,23.8665,,,,,
2,1.2,0.5,16,4,8,0.5,0.251,0.749,10.4,0.018,3.68,1.03,0.3056,416.22,177.83,2.34,216,-408.8,0.0622,23.8551,,,,,
2,1.5,0.65,20,6,8,0.3,0.251,0.743,15.4,0.018,3.9,1.029,0.25,551.19,178.53,3.087,104,-176.4,0.0653,23.8128,,,,,
1,1.2,0.8,20,6,4,0.5,0.25,0.737,15.5,0.02,1.98,1.035,0.2241,257.86,71.94,3.584,232,-191.0,0.062,23.7988,,,,,
1,1.5,0.8,20,4,10,0.3,0.243,0.483,26.7,0.058,6.79,1.096,0.2571,300.46,94.87,3.167,105,418.5,0.0667,23.7889,,,,,
1,1.2,0.65,20,10,4,0.3,0.251,0.734,16.9,0.028,2.57,1.049,0.2176,254.64,67.53,3.771,216,-49.2,0.0681,23.7827,,,,,
2,1.2,0.5,12,4,4,1.0,0.248,0.752,9.2,-0.002,-0.39,0.996,0.3114,351.23,159.39,2.203,228,-1364.8,0.051,23.7809,,,,,
1,1.2,0.65,16,6,8,1.0,0.25,0.706,20.7,0.021,2.44,1.038,0.339,196.72,97.2,2.024,236,-85.8,0.0678,23.7759,,,,,
2,1.5,0.65,16,4,10,0.3,0.25,0.742,16.0,0.025,5.88,1.043,0.3333,425.49,203.93,2.086,105,29.2,0.0632,23.7609,,,,,
1,1.2,0.65,20,6,6,1.0,0.249,0.746,15.8,0.022,2.23,1.037,0.2393,259.31,78.65,3.297,234,-134.1,0.0577,23.7607,,,,,
2,1.5,0.65,20,4,6,0.5,0.251,0.744,15.3,0.011,2.28,1.019,0.1967,630.33,151.53,4.16,122,-405.2,0.0686,23.7428,,,,,
1,1.2,0.65,16,4,4,1.0,0.25,0.718,18.6,0.025,2.51,1.045,0.2787,210.66,77.91,2.704,244,-70.7,0.0687,23.7217,,,,,
2,1.2,0.5,12,6,10,1.0,0.248,0.751,10.6,0.008,1.85,1.014,0.3839,338.19,207.75,1.628,224,-833.8,0.0552,23.6996,,,,,
1,1.5,0.8,20,6,6,0.3,0.244,0.513,24.7,0.058,6.05,1.1,0.2212,301.84,77.98,3.871,113,367.0,0.0716,23.6969,,,,,
2,1.2,0.35,20,4,8,0.5,0.247,0.752,9.7,0.02,3.11,1.028,0.1971,573.12,136.83,4.189,208,-511.4,0.0539,23.6258,,,,,
2,1.2,0.5,16,4,4,1.0,0.246,0.754,8.4,-0.007,-1.24,0.989,0.2565,431.18,150.44,2.866,230,-1573.4,0.0494,23.6111,,,,,
2,1.2,0.5,20,6,4,0.3,0.245,0.755,8.9,-0.011,-1.85,0.983,0.202,528.34,136.08,3.883,198,-1475.2,0.0453,23.5935,,,,,
1,1.2,0.8,16,6,6,1.0,0.25,0.707,21.0,0.022,2.45,1.042,0.3333,182.97,87.81,2.084,240,-84.5,0.0784,23.5608,,,,,
1,1.2,0.5,12,6,10,1.0,0.245,0.641,22.7,0.025,2.73,1.043,0.3843,171.88,102.84,1.671,229,-16.2,0.0651,23.541,,,,,
2,1.2,0.8,12,10,6,1.0,0.243,0.757,7.5,-0.013,-3.05,0.975,0.371,315.56,191.0,1.652,221,-1899.8,0.0393,23.5141,,,,,
2,1.2,0.65,12,8,8,0.15,0.247,0.748,13.0,0.02,4.43,1.037,0.4024,304.56,197.7,1.54,164,-187.0,0.0619,23.4769,,,,,
2,1.2,0.65,20,4,4,0.3,0.245,0.755,8.9,-0.006,-1.21,0.989,0.206,526.78,138.22,3.811,199,-1354.6,0.0514,23.4722,,,,,
2,1.5,0.5,12,10,10,1.0,0.246,0.74,16.4,0.013,2.9,1.024,0.3884,316.5,196.28,1.612,121,-327.2,0.0597,23.4472,,,,,
1,1.5,0.5,20,8,10,0.5,0.238,0.459,26.2,0.067,6.57,1.104,0.2414,289.73,83.52,3.469,116,437.7,0.0644,23.4211,,,,,
1,1.2,0.65,12,6,8,1.0,0.247,0.685,23.0,0.021,2.58,1.04,0.3924,169.62,105.3,1.611,237,-51.1,0.0743,23.419,,,,,
1,1.5,0.8,16,6,10,1.0,0.233,0.295,30.8,0.066,8.33,1.122,0.3821,200.0,110.2,1.815,123,680.6,0.0653,23.4108,,,,,
2,1.2,0.65,12,4,4,1.0,0.243,0.757,7.8,-0.002,-0.41,0.996,0.3203,356.56,168.66,2.114,231,-1388.2,0.0451,23.3973,,,,,
2,1.2,0.8,16,10,4,0.5,0.244,0.756,7.4,-0.013,-2.78,0.975,0.2903,376.91,158.11,2.384,217,-1807.6,0.0536,23.3288,,,,,
1,1.2,0.65,12,6,4,0.3,0.245,0.646,23.5,0.029,3.0,1.058,0.3439,159.21,78.88,2.018,221,43.7,0.0774,23.2783,,,,,
1,1.2,0.35,12,8,8,0.3,0.235,0.414,28.1,0.065,5.18,1.101,0.3095,182.31,74.22,2.456,210,499.5,0.0656,23.2406,,,,,
2,1.2,0.5,16,6,10,1.0,0.241,0.759,8.9,0.0,0.03,1.0,0.3091,427.59,191.24,2.236,220,-1219.6,0.0441,23.2186,,,,,
2,1.2,0.65,12,8,4,0.3,0.245,0.755,9.5,-0.0,-0.04,1.0,0.3214,333.03,157.8,2.11,196,-1104.6,0.0645,23.2109,,,,,
2,1.5,0.65,16,4,8,0.3,0.244,0.749,15.6,0.025,5.59,1.042,0.3113,443.7,192.47,2.305,106,-1.4,0.0613,23.1957,,,,,
1,1.2,0.5,20,4,8,1.0,0.246,0.741,16.9,0.018,1.76,1.028,0.2281,286.33,82.32,3.478,228,-236.7,0.0724,23.1917,,,,,
1,1.2,0.65,12,10,4,0.5,0.245,0.734,17.5,0.02,2.09,1.039,0.3489,159.03,82.03,1.939,235,-167.5,0.0702,23.1598,,,,,
2,1.2,0.8,20,6,6,0.5,0.241,0.759,7.9,-0.019,-3.96,0.967,0.2385,492.53,159.48,3.088,218,-2077.8,0.0473,23.1532,,,,,
2,1.2,0.65,16,8,8,0.5,0.24,0.76,9.1,0.003,0.76,1.006,0.3349,387.19,193.79,1.998,218,-1049.8,0.0441,23.117,,,,,
1,1.2,0.5,16,6,10,0.5,0.244,0.663,21.7,0.024,2.56,1.04,0.3182,210.54,94.5,2.228,220,-53.5,0.0799,23.081,,,,,
2,1.5,0.8,20,4,10,0.3,0.243,0.753,14.3,0.01,2.24,1.016,0.2524,577.15,191.88,3.008,103,-345.8,0.0616,23.0803,,,,,
1,1.5,0.8,16,6,10,0.5,0.231,0.298,29.8,0.066,8.37,1.123,0.3814,200.56,110.1,1.822,118,657.1,0.0717,23.0799,,,,,
2,1.2,0.5,16,6,8,0.15,0.241,0.754,13.3,0.014,2.68,1.023,0.2866,409.34,160.71,2.547,157,-453.4,0.0521,23.0735,,,,,
2,1.2,0.5,20,10,8,0.15,0.24,0.76,9.1,0.004,0.66,1.006,0.2467,482.09,156.98,3.071,150,-729.8,0.0466,23.068,,,,,
1,1.2,0.65,20,10,8,1.0,0.241,0.753,15.5,0.017,1.8,1.028,0.25,269.06,87.28,3.083,232,-231.5,0.0535,23.0473,,,,,
2,1.2,0.8,8,6,4,0.5,0.24,0.76,10.5,0.005,1.32,1.012,0.4737,229.59,204.12,1.125,228,-970.0,0.0496,23.008,,,,,
2,1.2,0.65,12,4,8,0.15,0.243,0.718,18.1,0.017,3.9,1.032,0.3851,325.45,197.47,1.648,161,-268.0,0.0705,23.0074,,,,,
1,1.5,0.8,20,4,6,0.3,0.234,0.46,27.0,0.066,6.86,1.113,0.2212,305.5,77.98,3.918,113,458.6,0.0669,22.981,,,,,
2,1.2,0.5,12,10,8,0.15,0.239,0.761,11.4,0.015,2.87,1.025,0.3618,320.22,177.06,1.809,152,-403.0,0.0461,22.9778,,,,,
2,1.2,0.5,16,4,8,0.15,0.24,0.756,14.8,0.013,2.5,1.022,0.2821,417.95,160.71,2.601,156,-478.4,0.053,22.9517,,,,,
2,1.2,0.8,16,10,6,1.0,0.238,0.762,7.5,-0.013,-3.05,0.975,0.3167,374.3,177.97,2.103,221,-1899.8,0.0436,22.9274,,,,,
2,1.2,0.35,20,4,10,0.5,0.239,0.761,8.6,0.001,0.11,1.001,0.2,568.24,141.92,4.004,205,-1119.6,0.049,22.9202,,,,,
2,1.5,0.5,20,10,10,1.0,0.241,0.755,15.2,0.0,0.07,1.001,0.2458,514.09,167.42,3.071,118,-652.2,0.0606,22.9008,,,,,
2,1.5,0.65,20,6,4,0.5,0.238,0.762,12.9,-0.01,-1.95,0.983,0.176,625.27,135.92,4.6,125,-944.0,0.0464,22.8721,,,,,
2,1.2,0.35,20,8,6,0.3,0.238,0.762,9.4,-0.013,-1.8,0.982,0.1818,550.42,124.51,4.421,187,-1383.0,0.0472,22.8555,,,,,
2,1.5,0.65,16,6,8,1.0,0.243,0.753,14.2,0.016,3.6,1.027,0.3197,427.93,195.78,2.186,122,-244.0,0.0746,22.8203,,,,,
2,1.5,0.8,20,8,6,1.0,0.238,0.761,12.2,-0.016,-3.33,0.974,0.2222,550.21,161.48,3.407,126,-1124.6,0.0519,22.7652,,,,,
2,1.2,0.65,8,6,6,0.5,0.237,0.763,9.1,0.002,0.54,1.005,0.4932,237.22,229.8,1.032,221,-1118.8,0.049,22.72,,,,,
2,1.5,0.5,16,6,8,0.5,0.239,0.758,14.1,0.005,1.02,1.008,0.2881,433.68,174.11,2.491,118,-540.6,0.0607,22.6955,,,,,
1,1.2,0.8,20,8,6,1.0,0.238,0.755,14.4,0.005,0.52,1.009,0.2468,245.84,79.87,3.078,235,-536.9,0.0565,22.6907,,,,,
2,1.2,0.65,20,8,4,0.3,0.236,0.764,8.6,-0.015,-2.9,0.974,0.2053,519.53,137.83,3.769,190,-1615.4,0.0461,22.6778,,,,,
2,1.2,0.5,20,4,8,0.5,0.237,0.763,8.7,0.0,0.07,1.001,0.2275,561.24,165.18,3.398,211,-1161.0,0.0523,22.6534,,,,,
2,1.2,0.65,16,4,4,1.0,0.235,0.765,8.5,-0.007,-1.4,0.988,0.2692,426.21,158.95,2.681,234,-1639.0,0.0426,22.6474,,,,,
1,1.5,0.8,20,4,8,0.5,0.233,0.497,26.7,0.049,5.77,1.081,0.2564,300.0,95.69,3.135,117,347.4,0.074,22.6291,,,,,
2,1.5,0.5,20,10,10,0.5,0.237,0.761,14.7,-0.002,-0.37,0.997,0.2389,531.8,167.44,3.176,113,-674.2,0.0555,22.5956,,,,,
1,1.5,0.8,20,4,8,0.3,0.231,0.51,28.4,0.05,5.9,1.083,0.2547,300.46,94.78,3.17,106,328.2,0.0645,22.5877,,,,,
2,1.2,0.65,12,6,4,0.3,0.237,0.763,10.8,0.005,0.96,1.009,0.3301,324.6,158.51,2.048,206,-955.8,0.0557,22.5868,,,,,
1,1.2,0.8,16,10,10,0.15,0.227,0.384,30.6,0.052,6.29,1.097,0.3727,190.83,103.34,1.847,161,561.7,0.0657,22.5528,,,,,
1,1.2,0.8,8,6,4,1.0,0.239,0.719,21.1,0.014,1.73,1.032,0.4797,115.78,103.42,1.12,246,-263.8,0.0739,22.5485,,,,,
1,1.5,0.8,20,6,10,0.3,0.232,0.548,25.0,0.047,5.44,1.077,0.2571,295.22,94.87,3.112,105,276.9,0.0656,22.5473,,,,,
2,1.2,0.35,16,4,8,0.5,0.236,0.763,11.0,0.013,2.12,1.02,0.2617,420.15,146.04,2.877,214,-739.4,0.0541,22.5202,,,,,
2,1.5,0.65,20,4,6,1.0,0.238,0.757,15.0,0.003,0.62,1.005,0.1984,621.12,152.97,4.06,126,-627.6,0.0671,22.4733,,,,,
2,1.5,0.8,20,6,6,0.3,0.237,0.758,17.1,-0.006,-1.3,0.989,0.2162,564.82,157.47,3.587,111,-766.0,0.0637,22.4402,,,,,
1,1.2,0.65,20,8,6,0.5,0.236,0.758,14.9,0.011,1.13,1.019,0.2456,245.47,78.42,3.13,228,-379.8,0.0599,22.4193,,,,,
1,1.2,0.8,16,8,4,0.5,0.237,0.731,19.1,0.016,1.7,1.031,0.2966,187.86,76.81,2.446,236,-260.6,0.0702,22.3929,,,,,
1,1.5,0.8,20,10,10,0.5,0.233,0.529,26.6,0.042,4.81,1.071,0.2735,264.84,93.09,2.845,117,234.9,0.0811,22.3925,,,,,
1,1.2,0.5,20,6,8,1.0,0.237,0.758,15.5,0.011,1.09,1.017,0.2212,294.42,82.24,3.58,226,-386.7,0.0669,22.3779,,,,,
1,1.2,0.65,12,8,4,0.3,0.236,0.698,21.5,0.022,2.23,1.043,0.3379,161.15,78.88,2.043,219,-125.5,0.0711,22.3753,,,,,
1,1.2,0.8,16,8,6,1.0,0.237,0.734,19.4,0.014,1.52,1.026,0.3277,184.78,87.81,2.104,238,-303.7,0.0719,22.3485,,,,,
2,1.2,0.65,16,6,6,0.5,0.232,0.768,9.7,0.006,1.31,1.011,0.3202,371.55,173.06,2.147,228,-978.2,0.0426,22.3474,,,,,
2,1.2,0.65,20,6,8,1.0,0.232,0.768,7.8,-0.019,-4.12,0.969,0.2432,526.56,174.7,3.014,222,-2153.2,0.0442,22.3167,,,,,
2,1.2,0.8,16,8,6,0.5,0.23,0.77,9.5,0.002,0.43,1.004,0.3243,363.82,174.0,2.091,222,-1142.0,0.0361,22.2784,,,,,
2,1.2,0.35,12,10,8,0.15,0.234,0.745,17.8,0.029,4.44,1.046,0.3182,314.97,140.48,2.242,154,-167.6,0.0613,22.2375,,,,,
2,1.5,0.8,16,6,6,0.5,0.232,0.767,11.3,-0.017,-3.81,0.968,0.2857,404.73,167.22,2.42,126,-1185.4,0.0512,22.1794,,,,,
2,1.2,0.8,12,8,6,0.15,0.232,0.764,15.4,0.012,2.6,1.025,0.4035,261.16,172.3,1.516,171,-507.2,0.0526,22.1607,,,,,
1,1.2,0.5,20,4,6,0.5,0.235,0.754,16.2,0.013,1.24,1.021,0.2188,278.1,76.29,3.645,224,-350.5,0.0702,22.1288,,,,,
2,1.2,0.65,16,6,8,1.0,0.231,0.769,8.8,0.005,1.05,1.008,0.3362,388.69,195.29,1.99,232,-1050.2,0.0492,22.1165,,,,,
